Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Recommended_Crop,Chemical/Component,Threshold,Disease,Affected Crops
22,138,195,27.83487131,83.51444973,6.208196881,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
31,144,202,11.02105378,80.55557235,5.870600622,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
3,136,205,17.5862944,80.84806564,6.334771461,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
28,122,197,19.89363946,82.73366439,5.856575335,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
4,136,204,29.93707596,81.77713468,5.898944282,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
39,145,201,36.73126647,80.58931938,5.775600435,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
38,132,197,20.42094753,81.54185044,5.931101816,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
36,133,198,25.51939719,83.98351748,6.2286454,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
25,121,201,30.50734778,82.71775569,5.594240603,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
15,125,199,18.4269936,80.55625868,5.569230319,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
24,140,205,12.087022,83.59398734,5.93202852,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
13,132,203,23.60115364,82.48336987,6.423216506,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
5,126,197,12.80000387,81.20876367,6.417500829,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
30,120,200,38.06099482,82.24729637,6.234904253,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
23,142,197,39.06555518,82.03812973,6.000573725,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
26,135,203,33.78372897,81.16314317,5.685102769,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
7,126,203,16.76201707,82.00335557,5.662140095,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
32,139,198,35.89307536,82.66850729,6.358186848,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
9,141,202,21.01245395,81.17931863,6.119495295,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
20,142,196,10.89875873,80.01639435,6.207600783,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
32,129,201,16.36251869,83.00471609,6.48754639,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
3,134,199,20.28370163,81.32235739,5.81717753,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
38,138,204,25.11108456,83.25447587,6.325480034,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
14,131,198,33.4641162,83.86742974,5.562790949,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
20,122,204,11.7976469,80.86325389,6.487369687,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
40,126,201,11.36300891,80.03100049,6.116982944,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
36,128,204,25.23542319,80.68700527,5.695792761,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
11,132,197,15.99050693,81.23966573,5.734317007,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
0,137,195,22.4359017,80.18612085,6.329499832,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
19,123,200,34.76086052,81.03544763,6.167013532,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
31,136,197,31.11047251,83.34010951,5.653776058,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
4,134,200,28.57828803,80.95628959,5.840256272,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
39,139,201,41.18664903,81.01783402,5.539980812,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
8,127,196,27.02766138,83.17093908,5.833302165,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
39,138,203,21.19339319,82.33098331,6.399433771,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
32,120,204,10.38004759,83.44518113,6.138958698,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
12,142,203,31.3115978,82.56407013,5.972850838,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
8,133,195,20.46657776,80.97598029,6.456079585,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
8,139,199,29.36947679,81.53996362,6.336426667,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
21,134,202,10.72302459,80.02130636,6.425419926,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
40,140,195,14.97846952,80.49979873,6.294395676,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
39,127,202,15.3246651,81.67215994,6.477768039,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
19,120,195,18.73932187,81.12109244,5.931538447,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
21,139,201,19.3642553,83.36094029,5.980598579,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
17,136,195,41.20733624,81.61051026,6.389783283,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
33,139,203,33.34214482,82.51034633,5.693287415,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
22,133,201,23.81995682,80.12211649,6.00299607,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
32,130,196,40.66012294,81.24995984,6.372959542,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
37,135,205,11.82768186,80.2827185,5.510924849,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
15,140,195,13.28504331,83.54193816,5.69945282,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
39,132,196,35.83089092,83.32560104,5.778594403,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
40,121,199,26.18159716,81.03886263,6.315586313,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
40,132,202,24.57558351,80.70695797,5.971813006,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
29,142,203,29.67229086,83.71498986,5.891195653,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
32,121,199,39.37102553,81.25353895,6.129812716,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
6,140,205,17.66558428,82.92903419,6.313085601,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
8,120,196,24.06679352,82.66396666,6.053662544,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
34,133,202,15.31413469,80.09711412,5.804799142,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
35,135,199,21.77466746,80.54942557,6.400719746,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
16,145,199,26.91624843,80.76838926,5.953966361,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
8,136,201,41.65602996,82.22118237,5.609255992,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
25,129,195,17.98667801,81.17712085,5.777271492,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
16,130,201,29.12033769,82.79092939,5.682395429,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
39,129,203,34.38922481,83.18392806,5.863996687,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
38,135,203,41.36106301,82.79782954,6.444373116,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
33,120,205,35.12158265,82.26890793,5.550832178,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
35,125,204,19.6491772,80.15215777,6.107741788,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
1,132,200,16.27852801,82.94270065,5.620745638,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
39,140,203,21.11903604,80.63399198,6.349875906,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
28,145,202,19.2077707,82.9042841,6.484323189,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
6,128,200,25.96308415,82.57813624,5.838748311,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
6,139,199,25.67385024,81.6212135,6.29099842,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
29,122,196,41.94865736,81.15595212,5.638328481,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
37,144,197,11.18994268,80.8084305,6.415555956,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
38,120,197,17.5438296,82.94703302,6.323722572,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
38,141,198,13.05809741,80.28297993,5.757009965,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
14,121,203,9.724457611,83.74765639,6.158689406,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
6,125,204,27.92004934,82.93262435,5.733539807,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
32,138,197,9.535585543,80.73112694,5.908724337,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
11,124,204,13.42988625,80.06633966,6.361141107,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
23,138,200,9.851242629,80.22631717,5.96537863,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
40,143,201,24.97256132,82.72828653,6.476757723,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
6,142,202,27.23708304,82.94573346,6.224542938,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
37,124,195,18.70679077,83.4795292,6.209928251,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
35,134,204,9.949929082,82.55138983,5.841138354,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
119,25,51,26.47330219,80.92254421,6.283818329,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
119,19,55,25.18780042,83.44621709,6.818261383,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
105,30,50,25.29954705,81.77527562,6.37620108,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
114,8,50,24.74631269,88.30866319,6.581587932,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
93,22,52,26.58740671,81.32563243,6.932739726,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
80,26,55,24.53442564,88.989272,6.140099215,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
85,27,45,26.0713757,88.7285657,6.467095849,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
85,22,53,25.96534238,89.77076659,6.849471704,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
82,22,45,26.22338015,85.34866045,6.512196212,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
118,13,54,24.41311871,89.81574032,6.039584629,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
83,25,53,26.49195283,80.04678201,6.057697106,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
86,15,47,24.04355803,84.18406764,6.423898762,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
101,10,47,25.5421695,83.31883376,6.936997681,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
119,9,50,26.74550678,83.9195902,6.251286661,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
104,17,46,25.7131428,80.22972777,6.190015912,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
95,12,51,25.76484262,84.1726996,6.681606702,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
102,14,52,26.79489868,89.64815231,6.51075991,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
109,21,55,24.9004602,89.73524177,6.770278088,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
81,18,50,26.80750629,88.22874955,6.429788073,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
103,17,51,25.11189154,80.02621335,6.209888345,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
105,14,50,26.2148837,87.6883982,6.419052193,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
97,8,52,24.9103226,86.97190046,6.237861736,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
120,19,49,25.79448878,84.26830701,6.762471629,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
95,16,55,25.26931156,87.55055105,6.612847999,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
83,29,52,25.76402693,87.5931128,6.704688865,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
83,9,45,25.85483596,89.13163965,6.049609892,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
91,21,50,24.33528185,81.44030363,6.762030215,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
116,5,54,25.37601283,80.99313508,6.65398725,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
112,28,54,24.86094646,85.05318563,6.738030547,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
88,29,51,24.71885473,88.94568335,6.095689937,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
118,15,45,24.21495706,84.20576992,6.538006356,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
92,21,48,25.81692236,82.043255,6.377427122,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
106,14,45,24.47018505,84.16390229,6.417011754,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
99,5,47,24.13078816,84.84494575,6.649086972,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
98,8,51,26.1793464,86.52258079,6.25933595,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
108,22,46,26.17668721,86.7295205,6.121168559,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
119,7,55,26.03867719,84.6378378,6.031424482,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
117,27,48,26.53259325,82.39053979,6.835268184,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
109,10,53,26.81938687,87.8274604,6.551750306,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
80,16,46,25.50405534,81.40297428,6.940236218,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
100,18,52,26.20234499,80.38266489,6.87606733,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
91,7,53,25.13735887,89.28272716,6.457216535,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
86,6,53,25.92030221,83.47202566,6.921847888,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
107,5,52,26.6634609,89.98405233,6.881425746,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
103,16,49,24.06731461,81.64075303,6.915717008,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
101,20,48,24.6774157,82.75411437,6.206247494,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
85,25,47,26.11440416,87.64081095,6.29542477,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
84,7,51,26.81530456,87.65694462,6.399669044,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
102,28,54,25.15623099,80.27525115,6.862157042,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
98,25,52,25.2801372,83.15393658,6.224066378,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
97,25,50,26.22005978,80.90127035,6.093814669,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
90,16,45,24.92093261,80.61750795,6.291540278,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
95,12,46,26.21667586,81.01009354,6.32281728,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
82,23,49,26.81383586,87.21986949,6.873283991,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
82,25,51,24.31334971,87.47409052,6.074209622,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
110,28,46,24.29105004,88.04541346,6.49889585,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
118,21,51,24.42998931,86.33904774,6.678805092,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
120,20,45,25.66576039,88.6984228,6.114128685,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
91,7,52,25.07803672,83.46230461,6.405054243,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
81,6,55,24.88910524,85.87059083,6.110142735,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
101,13,54,25.42900869,82.91481799,6.828982708,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
101,17,55,24.37118217,87.1269128,6.451499764,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
111,6,53,26.4930645,88.59143088,6.313512999,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
107,10,49,25.83202912,89.00481725,6.755192025,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
115,11,46,24.41592661,89.39655519,6.623167177,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
84,25,52,24.37190239,81.2514818,6.12532356,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
120,7,47,24.24782473,83.03687902,6.653867608,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
91,12,46,24.64458469,85.49938185,6.343942518,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
89,22,52,24.89681131,86.10782926,6.217300786,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
113,19,46,25.41864024,81.12122989,6.286387658,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
97,22,50,26.26028739,86.14585891,6.7698938,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
117,30,50,24.90123934,87.20772913,6.744966312,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
90,14,52,24.84740848,89.20454622,6.391858432,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
104,23,47,26.98212846,86.70068316,6.770434148,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
81,16,45,26.90435747,86.25426228,6.727468157,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
88,5,47,25.86475496,86.67468041,6.662244646,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
92,7,45,26.70607759,81.14149505,6.944640222,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
81,18,50,26.44019475,80.91934337,6.507110986,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
111,5,55,26.283443,84.42478917,6.520663422,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
108,23,51,26.84366082,83.85039964,6.106500787,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
113,30,50,26.03967219,83.9862443,6.277484043,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
83,10,53,24.92994759,85.00802358,6.195142279,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
101,11,51,25.50736962,84.24340241,6.792035575,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
114,21,55,25.4438391,87.9392312,6.472756256,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
99,6,45,26.12588914,86.5507939,6.000975617,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
92,20,55,25.10474753,87.5267616,6.587791262,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
92,7,48,26.27520631,86.63249555,6.956508826,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
91,24,55,26.27061608,83.09194521,6.259086583,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
110,21,54,26.73690828,87.82430156,6.747537642,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
112,25,51,25.04746944,85.5667282,6.932537231,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
89,25,54,24.69368934,85.56967628,6.353107393,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
100,10,53,24.54356968,84.60808277,6.211748957,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
83,22,54,25.89762315,81.96664832,6.277245254,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
95,14,50,26.6333118,84.31756844,6.560443519,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
119,30,49,25.35794749,80.45846265,6.903020221,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
97,12,47,25.28784623,89.63667876,6.765094964,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
110,7,45,26.63838589,84.69546874,6.189213927,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
96,18,50,25.3310446,84.30533791,6.904241707,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
83,23,55,26.89750174,83.89241484,6.463271076,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
120,24,47,26.98603693,89.4138489,6.260838965,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
115,17,55,27.57826922,94.11878202,6.776533055,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
114,27,48,27.82054812,93.03555162,6.528404378,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
101,25,52,29.09910406,94.22237826,6.750145572,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
118,18,52,28.04943594,90.83130708,6.562832807,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
95,26,45,29.91690582,94.55695552,6.117530021,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
81,25,49,29.86895762,93.25103208,6.076459669,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
117,24,53,29.17220859,92.21405224,6.293486295,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
114,30,51,29.24908541,90.06998135,6.069171847,"Wheat, Maize",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
113,6,52,27.76317235,90.35567642,6.740983646,"Wheat, Maize",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
108,26,52,28.82629037,94.26765349,6.201797639,"Wheat, Maize",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
81,30,48,28.52379742,92.09688432,6.041027474,"Wheat, Maize",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
115,9,52,29.06785065,90.97685539,6.019372459,"Wheat, Maize",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
